Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Malawi,MWI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.002464004
Malawi,MWI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.34665143
Malawi,MWI,Population growth (annual %),SP.POP.GROW,2.68285756
Malaysia,MYS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.464999716
Malaysia,MYS,"Air transport, passengers carried",IS.AIR.PSGR,63623130
Malaysia,MYS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1378.744705
Malaysia,MYS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.59099631
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,1.241514631
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.963267183
Maldives,MDV,"Air transport, passengers carried",IS.AIR.PSGR,1221786.675
Maldives,MDV,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Maldives,MDV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.94405416
Maldives,MDV,Population growth (annual %),SP.POP.GROW,2.96723054
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.191438656
Mali,MLI,"Air transport, passengers carried",IS.AIR.PSGR,..
Mali,MLI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Mali,MLI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,60.62414043
Mali,MLI,Population growth (annual %),SP.POP.GROW,3.126669914
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.290468236
Malta,MLT,"Air transport, passengers carried",IS.AIR.PSGR,2382607.8
Malta,MLT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,6.727273
Malta,MLT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.9910498
Malta,MLT,Population growth (annual %),SP.POP.GROW,3.931356319
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.405025935
Marshall Islands,MHL,"Air transport, passengers carried",IS.AIR.PSGR,21500
Marshall Islands,MHL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.182569
Marshall Islands,MHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.044039796
Marshall Islands,MHL,Population growth (annual %),SP.POP.GROW,-2.780253373
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.872475307
Mauritania,MRT,"Air transport, passengers carried",IS.AIR.PSGR,386621
Mauritania,MRT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Mauritania,MRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,66.8117824
Mauritania,MRT,Population growth (annual %),SP.POP.GROW,2.614654755
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.296800515
Mauritius,MUS,"Air transport, passengers carried",IS.AIR.PSGR,1726868
Mauritius,MUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,213.641
Mauritius,MUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,14.91383169
Mauritius,MUS,Population growth (annual %),SP.POP.GROW,0.032233064
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.612165141
Mexico,MEX,"Air transport, passengers carried",IS.AIR.PSGR,69937838
Mexico,MEX,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1072.52473
Mexico,MEX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.12401203
Mexico,MEX,Population growth (annual %),SP.POP.GROW,0.86026509
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.330591943
"Micronesia, Fed. Sts.",FSM,"Air transport, passengers carried",IS.AIR.PSGR,..
"Micronesia, Fed. Sts.",FSM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
"Micronesia, Fed. Sts.",FSM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.38285056
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,0.404844283
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.348667379
Moldova,MDA,"Air transport, passengers carried",IS.AIR.PSGR,1408166
Moldova,MDA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1.22908832
Moldova,MDA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,13.74739724
Moldova,MDA,Population growth (annual %),SP.POP.GROW,-1.600316536
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Monaco,MCO,"Air transport, passengers carried",IS.AIR.PSGR,316
Monaco,MCO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Monaco,MCO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.66888949
Monaco,MCO,Population growth (annual %),SP.POP.GROW,0.013502019
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.160835656
Mongolia,MNG,"Air transport, passengers carried",IS.AIR.PSGR,744413
Mongolia,MNG,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,7.38543
Mongolia,MNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,38.05757134
Mongolia,MNG,Population growth (annual %),SP.POP.GROW,2.139997096
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.181644556
Montenegro,MNE,"Air transport, passengers carried",IS.AIR.PSGR,597380
Montenegro,MNE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.15295
Montenegro,MNE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.25685256
Montenegro,MNE,Population growth (annual %),SP.POP.GROW,-0.031987013
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.955308017
Morocco,MAR,"Air transport, passengers carried",IS.AIR.PSGR,9380951
Morocco,MAR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,102.19214
Morocco,MAR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,35.05284088
Morocco,MAR,Population growth (annual %),SP.POP.GROW,1.043584127
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.248639659
Mozambique,MOZ,"Air transport, passengers carried",IS.AIR.PSGR,587364
Mozambique,MOZ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,6.347
Mozambique,MOZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.77406654
Mozambique,MOZ,Population growth (annual %),SP.POP.GROW,2.886566535
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.640928811
Myanmar,MMR,"Air transport, passengers carried",IS.AIR.PSGR,3701663.849
Myanmar,MMR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,8.30683
Myanmar,MMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.43314277
Myanmar,MMR,Population growth (annual %),SP.POP.GROW,0.707999098
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.764171657
Namibia,NAM,"Air transport, passengers carried",IS.AIR.PSGR,212578
Namibia,NAM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,6.900144
Namibia,NAM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,24.19978552
Namibia,NAM,Population growth (annual %),SP.POP.GROW,1.688468173
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.401582591
Nauru,NRU,"Air transport, passengers carried",IS.AIR.PSGR,50668
Nauru,NRU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1.72681
Nauru,NRU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.857163356
Nauru,NRU,Population growth (annual %),SP.POP.GROW,1.729341401
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.480724943
Nepal,NPL,"Air transport, passengers carried",IS.AIR.PSGR,1659671
Nepal,NPL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,5.847551
Nepal,NPL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,83.10319363
Nepal,NPL,Population growth (annual %),SP.POP.GROW,1.136351607
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.41396928
Netherlands,NLD,"Air transport, passengers carried",IS.AIR.PSGR,46358457.95
Netherlands,NLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,5656.442
Netherlands,NLD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.0392862
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.655071575
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
New Caledonia,NCL,"Air transport, passengers carried",IS.AIR.PSGR,..
New Caledonia,NCL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
New Caledonia,NCL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,0.025810734
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.830053021
New Zealand,NZL,"Air transport, passengers carried",IS.AIR.PSGR,17763604.46
New Zealand,NZL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1207.882205
New Zealand,NZL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.048305496
New Zealand,NZL,Population growth (annual %),SP.POP.GROW,1.591158896
Nicaragua,NIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.77010182
Nicaragua,NIC,"Air transport, passengers carried",IS.AIR.PSGR,..
Nicaragua,NIC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Nicaragua,NIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.43900913
Nicaragua,NIC,Population growth (annual %),SP.POP.GROW,1.385484725
Niger,NER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.092100576
Niger,NER,"Air transport, passengers carried",IS.AIR.PSGR,..
Niger,NER,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Niger,NER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,80.10926696
Niger,NER,Population growth (annual %),SP.POP.GROW,3.765444885
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.588005207
Nigeria,NGA,"Air transport, passengers carried",IS.AIR.PSGR,6539048.353
Nigeria,NGA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1.84341946
Nigeria,NGA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,70.39625682
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,2.448200698
North Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.831137375
North Macedonia,MKD,"Air transport, passengers carried",IS.AIR.PSGR,..
North Macedonia,MKD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
North Macedonia,MKD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.26931856
North Macedonia,MKD,Population growth (annual %),SP.POP.GROW,0.022971838
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Northern Mariana Islands,MNP,"Air transport, passengers carried",IS.AIR.PSGR,..
Northern Mariana Islands,MNP,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Northern Mariana Islands,MNP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,8.151978907
Northern Mariana Islands,MNP,Population growth (annual %),SP.POP.GROW,-0.890563183
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.042320943
Norway,NOR,"Air transport, passengers carried",IS.AIR.PSGR,..
Norway,NOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Norway,NOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.642383374
Norway,NOR,Population growth (annual %),SP.POP.GROW,0.675061373
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.45635843
Oman,OMN,"Air transport, passengers carried",IS.AIR.PSGR,11239996
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,566.923
Oman,OMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,44.57247023
Oman,OMN,Population growth (annual %),SP.POP.GROW,0.035006805
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.824459652
Pakistan,PAK,"Air transport, passengers carried",IS.AIR.PSGR,7420378.249
Pakistan,PAK,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,192.977927
Pakistan,PAK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,62.57424987
Pakistan,PAK,Population growth (annual %),SP.POP.GROW,1.607981347
Palau,PLW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.134405
Palau,PLW,"Air transport, passengers carried",IS.AIR.PSGR,..
Palau,PLW,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Palau,PLW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.873805482
Palau,PLW,Population growth (annual %),SP.POP.GROW,0.290665381
Panama,PAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.095050433
Panama,PAN,"Air transport, passengers carried",IS.AIR.PSGR,12497758
Panama,PAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,94.840477
Panama,PAN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,13.20059479
Panama,PAN,Population growth (annual %),SP.POP.GROW,1.602289731
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.78255289
Papua New Guinea,PNG,"Air transport, passengers carried",IS.AIR.PSGR,2029701
Papua New Guinea,PNG,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,30.685844
Papua New Guinea,PNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.2311858
Papua New Guinea,PNG,Population growth (annual %),SP.POP.GROW,2.260187811
Paraguay,PRY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.240668873
Paraguay,PRY,"Air transport, passengers carried",IS.AIR.PSGR,632389
Paraguay,PRY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1.842301
Paraguay,PRY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.51891553
Paraguay,PRY,Population growth (annual %),SP.POP.GROW,1.336574808
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.735641775
Peru,PER,"Air transport, passengers carried",IS.AIR.PSGR,18820572
Peru,PER,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,340.335049
Peru,PER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.82669477
Peru,PER,Population growth (annual %),SP.POP.GROW,1.909725608
Philippines,PHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.32152779
Philippines,PHL,"Air transport, passengers carried",IS.AIR.PSGR,47776892
Philippines,PHL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,926.888641
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.82613108
Philippines,PHL,Population growth (annual %),SP.POP.GROW,1.655183692
Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.768855783
Poland,POL,"Air transport, passengers carried",IS.AIR.PSGR,10225516
Poland,POL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,317.866
Poland,POL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.6420051
Poland,POL,Population growth (annual %),SP.POP.GROW,-0.024427107
Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.332448043
Portugal,PRT,"Air transport, passengers carried",IS.AIR.PSGR,22047878.98
Portugal,PRT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,536.98922
Portugal,PRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,8.254802244
Portugal,PRT,Population growth (annual %),SP.POP.GROW,0.023733495
Puerto Rico,PRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Puerto Rico,PRI,"Air transport, passengers carried",IS.AIR.PSGR,..
Puerto Rico,PRI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Puerto Rico,PRI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.85168132
Puerto Rico,PRI,Population growth (annual %),SP.POP.GROW,0.010646546
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,31.87720301
Qatar,QAT,"Air transport, passengers carried",IS.AIR.PSGR,32953297
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,12739.81097
Qatar,QAT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,76.04929303
Qatar,QAT,Population growth (annual %),SP.POP.GROW,1.453317284
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.817062957
Romania,ROU,"Air transport, passengers carried",IS.AIR.PSGR,5630289
Romania,ROU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,3.334
Romania,ROU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.67108952
Romania,ROU,Population growth (annual %),SP.POP.GROW,-0.526814822
Russian Federation,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.79719417
Russian Federation,RUS,"Air transport, passengers carried",IS.AIR.PSGR,108857906
Russian Federation,RUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,6480.99978
Russian Federation,RUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.59553193
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,-0.049568665
Rwanda,RWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.113057798
Rwanda,RWA,"Air transport, passengers carried",IS.AIR.PSGR,1561562.214
Rwanda,RWA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Rwanda,RWA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,36.18491574
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,2.390794366
Samoa,WSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.315212005
Samoa,WSM,"Air transport, passengers carried",IS.AIR.PSGR,74867
Samoa,WSM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Samoa,WSM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.01483371
Samoa,WSM,Population growth (annual %),SP.POP.GROW,1.045535442
San Marino,SMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
San Marino,SMR,"Air transport, passengers carried",IS.AIR.PSGR,..
San Marino,SMR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
San Marino,SMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.906728131
San Marino,SMR,Population growth (annual %),SP.POP.GROW,0.064389618
Sao Tome and Principe,STP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.653311525
Sao Tome and Principe,STP,"Air transport, passengers carried",IS.AIR.PSGR,41933
Sao Tome and Principe,STP,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.572749
Sao Tome and Principe,STP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,31.05885758
Sao Tome and Principe,STP,Population growth (annual %),SP.POP.GROW,1.528403267
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.70301665
Saudi Arabia,SAU,"Air transport, passengers carried",IS.AIR.PSGR,46181487
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2043.245359
Saudi Arabia,SAU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,61.50824107
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,2.284589011
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.768574984
Senegal,SEN,"Air transport, passengers carried",IS.AIR.PSGR,457722
Senegal,SEN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2.091018
Senegal,SEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,60.21139678
Senegal,SEN,Population growth (annual %),SP.POP.GROW,2.697631159
Serbia,SRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.627579916
Serbia,SRB,"Air transport, passengers carried",IS.AIR.PSGR,2469081
Serbia,SRB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,13.313
Serbia,SRB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.35417205
Serbia,SRB,Population growth (annual %),SP.POP.GROW,-0.536610018
Seychelles,SYC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.097823303
Seychelles,SYC,"Air transport, passengers carried",IS.AIR.PSGR,414088
Seychelles,SYC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2.40769
Seychelles,SYC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.5639189
Seychelles,SYC,Population growth (annual %),SP.POP.GROW,0.887925293
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.129094346
Sierra Leone,SLE,"Air transport, passengers carried",IS.AIR.PSGR,..
Sierra Leone,SLE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Sierra Leone,SLE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,51.09606544
Sierra Leone,SLE,Population growth (annual %),SP.POP.GROW,2.332840625
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.918410385
Singapore,SGP,"Air transport, passengers carried",IS.AIR.PSGR,43050722
Singapore,SGP,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,6411.989828
Singapore,SGP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.76588248
Singapore,SGP,Population growth (annual %),SP.POP.GROW,1.144283307
Sint Maarten (Dutch part),SXM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Sint Maarten (Dutch part),SXM,"Air transport, passengers carried",IS.AIR.PSGR,..
Sint Maarten (Dutch part),SXM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Sint Maarten (Dutch part),SXM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Sint Maarten (Dutch part),SXM,Population growth (annual %),SP.POP.GROW,1.728465028
Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.6897073
Slovak Republic,SVK,"Air transport, passengers carried",IS.AIR.PSGR,..
Slovak Republic,SVK,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Slovak Republic,SVK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.36521464
Slovak Republic,SVK,Population growth (annual %),SP.POP.GROW,0.135328073
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.543333724
Slovenia,SVN,"Air transport, passengers carried",IS.AIR.PSGR,869640.1
Slovenia,SVN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.35950656
Slovenia,SVN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.96940443
Slovenia,SVN,Population growth (annual %),SP.POP.GROW,0.696304046
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.451560238
Solomon Islands,SLB,"Air transport, passengers carried",IS.AIR.PSGR,229670.648
Solomon Islands,SLB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Solomon Islands,SLB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.89495904
Solomon Islands,SLB,Population growth (annual %),SP.POP.GROW,2.360101209
Somalia,SOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.041029203
Somalia,SOM,"Air transport, passengers carried",IS.AIR.PSGR,34065.55685
Somalia,SOM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Somalia,SOM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.36142727
Somalia,SOM,Population growth (annual %),SP.POP.GROW,3.633164904
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.688907623
South Africa,ZAF,"Air transport, passengers carried",IS.AIR.PSGR,26211258
South Africa,ZAF,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,565.20947
South Africa,ZAF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,28.67475434
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1.295073863
South Sudan,SSD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.174641877
South Sudan,SSD,"Air transport, passengers carried",IS.AIR.PSGR,..
South Sudan,SSD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
South Sudan,SSD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,37.55277786
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,0.502203354
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.131798801
Spain,ESP,"Air transport, passengers carried",IS.AIR.PSGR,88237165.27
